Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
78.1250,-4.1805,-7.2478,-2.1159,2.8935,4.4911,0.6492,1.4846,1.5935,-10.0165,-6.6909,-8.7309,-3.6832,-1.0117,3.7594,-4.8937,-7.2865,-1.9652,-4.7406,0.7605
82.0312,-1.9489,-5.0880,0.5495,5.7542,7.4676,2.8994,1.8349,3.0969,-7.9322,-4.6576,-5.6000,-0.1874,2.1569,5.8803,-2.8791,-2.7879,-0.7901,-1.8408,4.1678
85.9375,-0.3704,-3.5588,1.5625,6.2850,8.8078,4.3990,1.6992,3.9469,-6.8545,-3.8017,-3.8749,1.7591,3.4722,6.3677,-1.6887,1.0945,-0.5868,-0.9849,5.4286
89.8438,0.0042,-3.1237,0.7482,4.7327,8.2681,4.8827,1.1689,4.0682,-7.3179,-4.3707,-4.0468,1.6772,2.6140,5.3291,-1.9633,3.0298,-1.4888,-2.0972,4.2883
93.7500,-0.7899,-3.8300,-1.2861,2.0885,6.3448,4.4819,0.5289,3.5821,-9.1823,-5.7819,-5.7301,-0.1029,0.1742,3.5749,-3.5792,2.5826,-3.1020,-4.3413,1.4049
97.6562,-2.1284,-5.2282,-3.4884,-0.4703,4.0022,3.6459,0.0853,2.6927,-11.6593,-6.9692,-7.9040,-2.5825,-2.6229,2.2056,-5.7325,0.3539,-4.6359,-6.6091,-1.9860
101.5625,-3.1213,-6.5805,-4.8906,-2.1255,2.2152,2.9172,0.0294,1.6220,-13.6975,-7.0165,-9.4833,-4.5811,-4.5295,2.0113,-7.4209,-2.3937,-5.2997,-8.0733,-4.6549
105.4688,-3.0802,-7.2348,-5.0339,-2.6706,1.5590,2.6741,0.3926,0.6108,-14.5070,-5.6862,-9.8663,-5.3035,-4.8806,3.0425,-7.9952,-4.3833,-4.7438,-8.4969,-5.8943
109.3750,-1.8591,-6.9318,-4.0875,-2.4025,2.0327,2.9748,1.0740,-0.0786,-13.9190,-3.5209,-9.1391,-4.6728,-3.8602,4.6180,-7.4375,-4.8862,-3.2694,-8.1750,-5.7175
113.2812,0.1153,-5.8650,-2.6546,-1.8036,3.1633,3.5820,1.8915,-0.2265,-12.3878,-1.4758,-7.8694,-3.2589,-2.3024,5.7573,-6.2366,-3.9376,-1.6619,-7.6213,-4.6898
117.1875,2.1129,-4.4888,-1.4251,-1.2535,4.2928,4.1388,2.6281,0.2164,-10.6796,-0.3382,-6.6861,-1.8884,-1.1753,5.7560,-5.0085,-2.1652,-0.7497,-7.2457,-3.5482
121.0938,3.4830,-3.2380,-0.8778,-0.9294,4.8791,4.3822,3.0834,1.0209,-9.4749,-0.3095,-5.9545,-1.1973,-1.0710,4.5408,-4.1473,-0.3926,-0.9634,-7.2242,-2.8512
125.0000,3.9208,-2.3533,-1.1588,-0.8885,4.6700,4.2649,3.1404,1.7040,-9.1222,-0.9915,-5.7275,-1.3915,-1.9898,2.6070,-3.7156,0.7431,-2.1617,-7.5816,-2.8293
128.9062,3.4955,-1.8972,-2.1334,-1.1971,3.7075,3.9211,2.8251,1.7275,-9.6320,-1.7381,-5.9227,-2.3000,-3.4912,0.6357,-3.5782,0.9893,-3.7995,-8.3411,-3.4474
132.8125,2.4829,-1.8894,-3.5238,-1.9631,2.2297,3.5223,2.3086,0.7964,-10.8213,-2.1024,-6.5107,-3.6056,-5.0466,-0.9064,-3.6164,0.4562,-5.2818,-9.5681,-4.5556
136.7188,1.1565,-2.4037,-5.0350,-3.2313,0.5721,3.1369,1.8216,-0.9085,-12.4458,-2.0804,-7.5356,-5.0441,-6.3245,-1.9057,-3.8415,-0.5431,-6.2465,-11.2516,-5.9850
140.6250,-0.3165,-3.5225,-6.4163,-4.8318,-0.8704,2.7009,1.5201,-2.7246,-14.2302,-2.0211,-8.9625,-6.4398,-7.2325,-2.4254,-4.3449,-1.6714,-6.6107,-13.1374,-7.5267
144.5312,-1.8373,-5.1825,-7.4672,-6.3244,-1.6508,2.1155,1.3945,-3.7742,-15.8401,-2.3094,-10.5190,-7.6118,-7.7466,-2.4182,-5.1597,-2.6766,-6.4142,-14.6901,-8.8601
148.4375,-3.2688,-7.0500,-8.0226,-7.1289,-1.3313,1.3932,1.3043,-3.3954,-16.9067,-3.0615,-11.7090,-8.2984,-7.7232,-1.6139,-6.1621,-3.4142,-5.6510,-15.2838,-9.5495
152.3438,-4.3793,-8.5598,-7.9552,-6.7988,0.3455,0.7284,1.1244,-1.5160,-17.1578,-4.0315,-12.0391,-8.2204,-6.8928,0.2804,-7.0867,-3.8174,-4.2616,-14.5374,-9.1857
156.2500,-4.9020,-9.1366,-7.2107,-5.2903,3.2303,0.4225,0.8929,1.2419,-16.5829,-4.7626,-11.3105,-7.2687,-5.0738,3.2013,-7.6364,-3.8686,-2.2982,-12.5822,-7.6246
160.1562,-4.6801,-8.4816,-5.8664,-3.0579,6.6393,0.6999,0.8270,3.8077,-15.4920,-4.8575,-9.7654,-5.6667,-2.4505,6.4841,-7.6078,-3.5990,-0.1043,-10.0659,-5.1770
164.0625,-3.7958,-6.7508,-4.1798,-0.9002,9.4839,1.5369,1.1636,5.1501,-14.3794,-4.1903,-7.9702,-3.9486,0.3250,9.0064,-6.9668,-3.1083,1.6907,-7.8652,-2.5919
167.9688,-2.5835,-4.5095,-2.5794,0.3805,10.6835,2.6307,1.9280,4.7602,-13.6524,-2.9481,-6.5061,-2.7186,2.3415,9.7125,-5.8543,-2.5628,2.4294,-6.6659,-0.7889
171.8750,-1.4978,-2.4812,-1.5595,0.3348,9.6956,3.5460,2.8133,2.8783,-13.4014,-1.5094,-5.6674,-2.3214,2.8722,8.2221,-4.5339,-2.1411,1.8030,-6.6578,-0.4469
175.7812,-0.8985,-1.2297,-1.4907,-0.9399,6.8663,3.9563,3.2967,0.3497,-13.3741,-0.2521,-5.3508,-2.6374,1.7909,5.1347,-3.2987,-1.9317,0.0962,-7.5076,-1.6658
179.6875,-0.8695,-0.9396,-2.4224,-2.8602,3.3592,3.8279,2.9485,-1.8013,-13.1770,0.6042,-5.1799,-3.1465,-0.3083,1.8065,-2.3520,-1.8450,-1.8873,-8.5969,-3.8962
183.5938,-1.1781,-1.4013,-3.9964,-4.6344,0.6407,3.4226,1.7294,-2.8425,-12.5623,1.0572,-4.7586,-3.2309,-2.3855,-0.2963,-1.7007,-1.6154,-3.2033,-9.3576,-6.1922
187.5000,-1.4103,-2.1869,-5.5616,-5.6121,-0.2260,3.1130,0.0559,-2.6061,-11.6049,1.2719,-3.8924,-2.5339,-3.4783,-0.3016,-1.1296,-0.9346,-3.2322,-9.5150,-7.6611
191.4062,-1.2196,-2.9097,-6.4754,-5.5425,0.9078,3.1241,-1.4356,-1.4509,-10.6574,1.4540,-2.6725,-1.1587,-3.1755,1.6988,-0.3104,0.3367,-1.9627,-9.1350,-7.8726
195.3125,-0.5585,-3.4250,-6.4460,-4.6331,3.2519,3.3654,-2.2795,0.0076,-10.1325,1.7080,-1.4166,0.4008,-1.7752,4.7930,0.9752,2.0048,0.0564,-8.5100,-7.0113
199.2188,0.2446,-3.8689,-5.7151,-3.4035,5.5493,3.4667,-2.4573,1.2113,-10.2734,1.9516,-0.5282,1.5401,-0.0626,7.7736,2.6247,3.5629,2.0388,-7.9863,-5.7102
203.1250,0.6292,-4.5234,-4.9436,-2.4215,6.7650,3.0020,-2.3658,1.8425,-11.0532,1.9494,-0.3365,1.8591,1.1395,9.7176,4.1810,4.4278,3.3468,-7.8265,-4.6754
207.0312,0.1100,-5.5871,-4.8418,-2.0483,6.5934,1.7706,-2.4987,1.8321,-12.2344,1.4686,-0.9570,1.3417,1.3775,10.3147,5.0572,4.2845,3.7321,-8.1392,-4.3251
210.9375,-1.4107,-6.9897,-5.7505,-2.3029,5.5153,-0.0330,-3.0761,1.2710,-13.5100,0.4809,-2.2041,0.3248,0.7235,9.8326,4.9186,3.3296,3.3434,-8.8625,-4.6321
214.8438,-3.5139,-8.3699,-7.4304,-2.8950,4.4178,-1.8688,-3.8904,0.3378,-14.6190,-0.7282,-3.6063,-0.6927,-0.3559,8.8299,3.9716,2.2354,2.5633,-9.7896,-5.2298
218.7500,-5.4188,-9.2481,-9.1938,-3.3990,4.0410,-3.1018,-4.4801,-0.7137,-15.3921,-1.6533,-4.5641,-1.2823,-1.2927,7.8303,2.9265,1.8187,1.8091,-10.6395,-5.6798
222.6562,-6.3626,-9.3082,-10.3006,-3.4834,4.5801,-3.3232,-4.4998,-1.5621,-15.7541,-1.8576,-4.6269,-1.2491,-1.6878,7.1233,2.5992,2.5898,1.3989,-11.1690,-5.7245
226.5625,-6.0024,-8.6185,-10.3685,-3.0869,5.6422,-2.5658,-4.0091,-1.9052,-15.7278,-1.2907,-3.7595,-0.6711,-1.4339,6.7329,3.3813,4.4478,1.4998,-11.2832,-5.3838
230.4688,-4.6010,-7.6374,-9.5470,-2.4519,6.5202,-1.2954,-3.4614,-1.6316,-15.4422,-0.4068,-2.4217,0.1743,-0.6840,6.4926,4.9365,6.7112,2.1156,-11.0716,-4.8696
234.3750,-2.8741,-6.9724,-8.3617,-1.9958,6.5871,-0.1714,-3.3952,-0.9687,-15.1018,0.0522,-1.3583,0.9472,0.2606,6.1522,6.3589,8.4703,3.0784,-10.7240,-4.4108
238.2812,-1.5771,-7.0204,-7.3570,-2.0802,5.5859,0.3041,-4.0451,-0.4562,-14.8892,-0.4779,-1.1751,1.3885,1.0632,5.4808,6.7235,9.0502,4.0583,-10.3665,-4.1186
242.1875,-1.0772,-7.7100,-6.7823,-2.7970,3.7006,0.0642,-5.1525,-0.6836,-14.8419,-1.9549,-1.9507,1.4150,1.4310,4.3655,5.6771,8.3158,4.6298,-9.9356,-3.9719
246.0938,-1.1743,-8.5241,-6.5193,-3.8968,1.4290,-0.4704,-6.1133,-1.9135,-14.8006,-3.6483,-3.1521,1.1319,1.1746,2.8943,3.6721,6.6624,4.4154,-9.2083,-3.9035
250.0000,-1.2810,-8.8041,-6.2665,-4.9080,-0.6428,-0.6099,-6.3657,-3.8322,-14.5008,-4.5086,-3.9448,0.7567,0.2636,1.3751,1.6807,4.7379,3.2566,-7.9987,-3.9009
253.9062,-0.8417,-8.1548,-5.8218,-5.3906,-2.0569,0.2170,-5.7562,-5.6286,-13.7751,-3.7913,-3.7238,0.4922,-1.1337,0.2424,0.5856,3.0941,1.3254,-6.3878,-4.0312
257.8125,0.2876,-6.6903,-5.2536,-5.1769,-2.6204,2.1111,-4.6413,-6.4017,-12.7226,-1.5373,-2.5173,0.4154,-2.6666,-0.1351,0.6618,1.9778,-0.9009,-4.7940,-4.3717
261.7188,1.7499,-4.9639,-4.8485,-4.4510,-2.4301,4.5861,-3.6582,-5.6629,-11.7031,1.4186,-0.9859,0.4521,-3.8977,0.3506,1.4959,1.3482,-2.8030,-3.7838,-4.9015
265.6250,2.9484,-3.6310,-4.8878,-3.6128,-1.7781,6.7746,-3.3178,-3.6200,-11.1261,3.9364,-0.0008,0.4548,-4.4545,1.4816,2.3710,1.0518,-3.8471,-3.7109,-5.4455
269.5312,3.4770,-3.0731,-5.4201,-3.0097,-0.9699,7.8633,-3.6768,-1.0604,-11.1703,5.2445,-0.0822,0.3353,-4.1684,2.8434,2.8167,1.0011,-3.7691,-4.4314,-5.7257
273.4375,3.4242,-3.2232,-6.1891,-2.7141,-0.1359,7.5273,-4.2914,1.0863,-11.6391,5.3550,-1.0721,0.1561,-3.1318,4.0776,2.9220,1.2329,-2.6433,-5.3263,-5.5013
277.3438,3.3362,-3.6856,-6.7565,-2.5009,0.8487,6.1141,-4.4754,2.2227,-12.0735,4.9512,-2.2572,0.1042,-1.6483,5.0866,3.1949,1.8273,-0.8271,-5.6618,-4.7129
281.2500,3.8551,-4.0354,-6.7385,-2.0445,2.2571,4.4642,-3.7098,2.3086,-12.0558,4.8456,-2.8453,0.3529,-0.1128,6.0351,4.0921,2.7667,1.1696,-5.0724,-3.5420
285.1562,5.2720,-4.0722,-6.0079,-1.2013,4.2474,3.4597,-1.9662,1.7435,-11.4882,5.3968,-2.4616,0.9011,1.1128,7.1345,5.5807,3.8435,2.8329,-3.8348,-2.3458
289.0625,7.2936,-3.8651,-4.7554,-0.1710,6.6025,3.5548,0.2329,1.0459,-10.6454,6.2911,-1.3413,1.5121,1.7782,8.3687,7.0619,4.6875,3.7752,-2.7203,-1.5014
292.9688,9.1815,-3.5983,-3.3951,0.5914,8.6739,4.5543,2.0508,0.5759,-9.9653,6.8229,-0.1179,1.8151,1.7729,9.3802,7.7230,4.9081,3.8314,-2.5000,-1.2459
296.8750,10.1751,-3.3795,-2.3784,0.6671,9.6317,5.7566,2.7469,0.4543,-9.7397,6.4458,0.6055,1.5209,1.1302,9.6370,7.0749,4.2842,3.1104,-3.4261,-1.5921
300.7812,9.9210,-3.1790,-2.0131,-0.0287,8.9175,6.3620,2.0470,0.6502,-9.9363,5.1818,0.5947,0.6185,0.0273,8.7943,5.3047,2.9074,1.9774,-5.0444,-2.3523
304.6875,8.6353,-2.9347,-2.3583,-1.1560,6.6325,5.8956,0.2840,1.0846,-10.2718,3.5935,0.0265,-0.5840,-1.2285,7.0039,3.2026,1.2014,0.9477,-6.4723,-3.2384
308.5938,6.9061,-2.7059,-3.2229,-2.1410,3.5900,4.4082,-1.7673,1.6383,-10.4629,2.3543,-0.7394,-1.6084,-2.2552,4.9370,1.7133,-0.2156,0.5032,-6.9621,-3.9772
312.5000,5.2851,-2.7086,-4.2527,-2.5253,0.9570,2.3730,-3.2778,2.0938,-10.4470,1.7432,-1.4451,-2.0620,-2.7088,3.4674,1.3969,-0.7834,0.8949,-6.3701,-4.3846
316.4062,3.9484,-3.1708,-5.0688,-2.2334,-0.3276,0.3847,-3.7666,2.1450,-10.4076,1.4375,-2.0648,-1.8420,-2.4194,3.1957,2.1309,-0.2621,2.0217,-5.2247,-4.3882
320.3125,2.6439,-4.1117,-5.4086,-1.5803,-0.0127,-1.1357,-3.3018,1.5584,-10.6027,0.7482,-2.7232,-1.1730,-1.4854,4.1088,3.2086,1.1295,3.4556,-4.3609,-4.0182
324.2188,0.9371,-5.2407,-5.2167,-1.0241,1.3975,-2.0711,-2.3860,0.4077,-11.1534,-0.8827,-3.5189,-0.4657,-0.2646,5.5860,3.7440,2.7859,4.6110,-4.3820,-3.3978
328.1250,-1.4348,-6.0948,-4.6503,-0.8536,2.9867,-2.5546,-1.6045,-0.8255,-11.9660,-3.4864,-4.4271,-0.1023,0.7468,6.7365,3.1243,3.9788,4.9804,-5.3080,-2.7379
332.0312,-4.3541,-6.3516,-3.9978,-1.0361,3.9424,-2.8275,-1.2584,-1.4435,-12.8369,-6.5497,-5.3535,-0.2764,1.0984,6.8526,1.2633,4.1794,4.3291,-6.6256,-2.3108
335.9375,-7.3903,-6.0967,-3.5465,-1.3195,3.9210,-3.1269,-1.2239,-0.9615,-13.6290,-9.3680,-6.2668,-0.9611,0.5530,5.7168,-1.4405,3.2656,2.7667,-7.6693,-2.3734
339.8438,-10.0741,-5.8310,-3.4659,-1.4823,3.0832,-3.6453,-1.1305,0.5043,-14.3549,-11.4993,-7.2587,-1.9767,-0.8221,3.6269,-4.3576,1.5139,0.6899,-8.0504,-3.0418
343.7500,-12.1626,-6.1799,-3.7558,-1.5158,1.8622,-4.5206,-0.7326,2.2013,-15.0914,-12.9930,-8.4497,-3.0768,-2.6584,1.1980,-6.9135,-0.5880,-1.3530,-7.8458,-4.1698
347.6562,-13.7064,-7.4780,-4.2738,-1.5843,0.6930,-5.7956,-0.1988,3.1519,-15.8068,-14.2484,-9.8016,-3.9903,-4.3698,-0.8895,-8.7574,-2.5614,-2.8077,-7.4488,-5.3188
351.5625,-14.8888,-9.5103,-4.8076,-1.8037,-0.1047,-7.3475,-0.0820,2.7791,-16.2642,-15.6359,-11.0001,-4.4274,-5.2977,-2.0619,-9.7698,-4.0511,-3.2343,-7.2227,-5.8780
355.4688,-15.7876,-11.5872,-5.1455,-2.0349,-0.2761,-8.8574,-0.9506,1.3248,-16.1084,-17.1710,-11.5357,-4.1160,-4.9040,-1.9279,-9.9751,-4.8085,-2.4029,-7.2202,-5.3176
359.3750,-16.2620,-12.9121,-5.1196,-1.8936,0.4364,-9.8956,-2.9130,-0.2527,-15.0907,-18.4777,-10.9727,-2.9080,-2.9824,-0.3343,-9.4585,-4.6437,-0.3728,-7.1589,-3.4656
363.2812,-16.0623,-13.0031,-4.6292,-1.0040,2.2242,-10.1162,-5.3790,-0.8627,-13.2672,-19.0472,-9.2419,-0.9206,0.1798,2.5483,-8.3538,-3.4660,2.4644,-6.6515,-0.6583
367.1875,-15.0712,-11.9102,-3.6679,0.6788,5.0018,-9.4487,-7.2708,0.0307,-11.0202,-18.5905,-6.7620,1.3973,3.7920,6.1576,-6.8860,-1.4248,5.4307,-5.5137,2.3395
371.0938,-13.4727,-10.1178,-2.3626,2.7317,8.2296,-8.1476,-7.6020,2.0783,-8.8815,-17.2264,-4.2911,3.3701,6.7746,9.6076,-5.4008,0.9796,7.7330,-3.9314,4.6298
375.0000,-11.6960,-8.2344,-0.9930,4.4425,10.9738,-6.6456,-6.0804,4.2840,-7.2793,-15.3906,-2.5824,4.3700,8.1633,11.9571,-4.3132,2.9856,8.7349,-2.3781,5.5515
378.9062,-10.1599,-6.6917,0.0526,5.1992,12.2587,-5.3059,-3.3434,5.6275,-6.3713,-13.5594,-2.0381,4.1239,7.5350,12.5877,-3.9672,3.8965,8.2151,-1.3443,4.9381
382.8125,-9.0205,-5.6293,0.4006,4.8176,11.5354,-4.2525,-0.6549,5.6345,-6.0484,-12.0056,-2.5532,2.8638,5.2247,11.4784,-4.4721,3.4696,6.4691,-1.0626,3.1355
386.7188,-8.1320,-4.9876,-0.1430,3.5794,8.9750,-3.4046,0.7674,4.5264,-6.0691,-10.7547,-3.6212,1.2071,2.1796,9.1810,-5.6182,2.0857,4.1707,-1.4021,0.7912
390.6250,-7.2678,-4.6825,-1.4697,1.9687,5.3864,-2.6758,0.3915,2.9105,-6.2161,-9.7348,-4.6269,-0.1791,-0.5047,6.4914,-6.9390,0.5269,2.0422,-1.9939,-1.4486
394.5312,-6.4225,-4.7102,-3.1677,0.3335,1.8161,-2.1513,-1.3966,1.3036,-6.3951,-8.9570,-5.1567,-0.9223,-2.1131,4.0316,-7.9058,-0.5183,0.5153,-2.4954,-3.1569
398.4375,-5.9124,-5.1157,-4.6589,-1.2466,-0.9005,-2.0604,-3.5750,-0.1286,-6.6674,-8.5494,-5.1695,-1.0766,-2.5886,2.0391,-8.1505,-0.8704,-0.4142,-2.8211,-4.1615
402.3438,-6.1258,-5.8843,-5.4167,-2.7771,-2.3473,-2.5252,-5.0679,-1.4464,-7.2474,-8.5951,-4.9589,-0.9590,-2.3862,0.5134,-7.5917,-0.8622,-1.0362,-3.1855,-4.4301
406.2500,-7.0550,-6.8689,-5.1598,-4.0130,-2.4080,-3.2748,-5.2570,-2.5839,-8.4668,-8.9050,-4.9497,-0.8136,-2.0023,-0.4128,-6.3965,-0.9010,-1.5749,-3.9272,-3.9312
410.1562,-7.9731,-7.8232,-3.9339,-4.2959,-0.9949,-3.5943,-4.1453,-3.1163,-10.6641,-8.9379,-5.4427,-0.5559,-1.5051,-0.2138,-4.8169,-0.9292,-1.8731,-5.2199,-2.5965
414.0625,-7.5916,-8.5142,-2.0562,-2.7880,2.0815,-2.6391,-2.1578,-2.3933,-13.9726,-7.9934,-6.4364,0.2008,-0.4099,1.8843,-3.0266,-0.2573,-1.3556,-6.8580,-0.4123
417.9688,-4.7361,-8.8215,0.0336,0.9717,6.9337,0.0272,0.2030,0.0179,-18.0754,-5.6115,-7.6073,1.8363,1.9843,6.3576,-1.0767,2.0051,0.6533,-8.2685,2.4409
421.8750,0.8175,-8.7490,1.9373,6.5466,13.2160,4.0199,2.5842,3.9038,-22.0950,-1.9392,-8.4538,4.3433,5.9967,12.7777,1.0021,6.1644,4.4208,-8.7696,5.5289
425.7812,7.8966,-8.3523,3.4067,12.5239,19.8596,8.1665,4.7749,8.3314,-24.7790,2.1939,-8.5305,7.1614,11.1126,19.6116,3.0432,11.3904,9.4226,-7.9408,8.2557
429.6875,14.2567,-7.6548,4.3702,17.0292,25.2215,11.0346,6.5569,12.0326,-24.9866,5.5881,-7.6594,9.3790,16.0140,24.6909,4.6790,15.8888,14.3670,-5.8816,10.0749
433.5938,17.5979,-6.6290,4.8898,18.5989,27.6790,11.6720,7.6100,14.0242,-22.2602,7.2349,-6.0093,10.2056,19.1318,26.1804,5.4564,17.8044,17.6816,-3.1912,10.6999
437.5000,16.7345,-5.2582,5.0869,16.9117,26.3844,10.1072,7.6058,14.0721,-17.1448,6.8219,-4.0070,9.4216,19.4178,23.5174,5.0879,16.3035,18.2335,-0.6621,10.1940
441.4062,12.2355,-3.6212,5.0751,12.9384,21.7346,7.3010,6.4390,12.7200,-11.0190,4.8934,-2.1276,7.5094,16.8776,17.7517,3.6795,12.0998,15.8934,1.1377,8.9005
445.3125,6.1443,-1.9196,4.9248,8.4118,15.2484,4.5813,4.4126,10.8893,-5.4822,2.5712,-0.6820,5.3702,12.5475,11.0488,1.7650,7.0338,11.6170,2.1371,7.2664
449.2188,0.9304,-0.4130,4.6635,4.9294,8.8805,2.9197,2.1987,9.3297,-1.6299,0.9899,0.2812,3.8026,7.9331,5.6171,0.0904,2.9679,6.9832,2.7188,5.6636
453.1250,-1.7211,0.7001,4.2965,3.2080,4.1370,2.4903,0.5511,8.2644,0.3722,0.7576,0.9143,3.0730,4.2528,2.6610,-0.7475,0.7406,3.4363,3.3908,4.2886
457.0312,-1.6021,1.3733,3.8252,2.8895,1.4687,2.7424,-0.0717,7.4083,1.1879,1.7261,1.4006,2.8397,1.9204,1.9343,-0.6028,-0.1255,1.6426,4.3910,3.1572
460.9375,0.1743,1.7128,3.2449,2.9468,0.2479,2.8792,0.2601,6.2885,1.7905,3.1667,1.7958,2.4585,0.5350,2.0963,0.1541,-0.8203,1.2961,5.4950,2.1608
464.8438,1.9926,1.8908,2.5278,2.3913,-0.7035,2.3944,1.0078,4.6224,2.8772,4.2240,1.9881,1.4494,-0.6807,1.6047,0.8474,-2.2434,1.4446,6.1599,1.1450
468.7500,2.6668,2.0397,1.6191,0.8447,-2.3648,1.3308,1.4848,2.5201,4.5735,4.3799,1.8024,-0.1843,-2.3005,-0.4000,0.8611,-4.3539,1.1149,5.9153,-0.0117
472.6562,1.9497,2.2030,0.4764,-1.3197,-4.9696,0.1517,1.2412,0.4255,6.5491,3.6851,1.1755,-1.9732,-4.3291,-3.6920,-0.0401,-6.3151,-0.1326,4.7383,-1.3198
476.5625,0.4201,2.3724,-0.8519,-3.2778,-7.9315,-0.6210,0.2887,-1.1235,8.3824,2.6674,0.2826,-3.2925,-6.2317,-7.1906,-1.5966,-7.2549,-2.0114,3.1574,-2.6214
480.4688,-1.0540,2.5724,-2.1553,-4.2607,-10.2317,-0.7301,-0.9522,-1.7588,9.8779,2.0051,-0.4802,-3.7383,-7.2869,-9.6066,-3.1890,-7.0057,-3.7439,2.0065,-3.5940
